application_id,project_name,organization_id,track_code,program_round,focus_area,public_district,requested_usd,submitted_at,application_status
A26-2183,Old Town Compost Education Network,ORG-0107,climate_resilience,spring_2026,flood_resilience,East Market,27000,2026-02-21T11:00:00-08:00,pending_correction
A26-5025,Pinehurst Native Plant Corridor,ORG-0064,climate_resilience,spring_2026,home_weatherization,Oak Junction,58000,2026-01-31T16:10:00-08:00,submitted
A26-2888,Sherwood Native Plant Corridor,ORG-0170,climate_resilience,spring_2026,flood_resilience,West Terrace,21000,2026-02-12T09:30:00-08:00,withdrawn
A26-5023,Harborview Cooling Commons,ORG-0216,climate_resilience,summer_2026,urban_heat,West Terrace,28000,2026-02-01T09:10:00-08:00,submitted
A26-5077,Grand Avenue Cool Roof Cooperative,ORG-0400,climate_resilience,spring_2026,flood_resilience,Hill Corridor,48000,2026-03-11T21:24:00-08:00,submitted
A26-1447,Kingston Emergency Cooling Outreach,ORG-0025,climate_resilience,spring_2026,home_weatherization,Central Commons,17000,2026-01-26T08:50:00-08:00,submitted
A26-3114,Stonebridge Neighborhood Shade Plan,ORG-0230,climate_resilience,spring_2026,flood_resilience,North Ridge,45500,2026-01-17T16:30:00-08:00,submitted
A26-9295,Quarry District Compost Education Network,ORG-0072,climate_resilience,spring_2026,urban_heat,Hill Corridor,18500,2026-03-14T12:40:00-08:00,pending_correction
A26-5178,Fairview Community Cooling Hub,ORG-0480,climate_resilience,spring_2026,urban_heat,Central Commons,46000,2026-02-18T13:20:00-08:00,submitted
A26-1998,Central Climate Canopy,ORG-0601,climate_resilience,spring_2026,urban_heat,Civic Center,42000,2026-02-20T10:15:00-08:00,submitted
A26-1999,Bayview Cooling Commons,ORG-0602,climate_resilience,spring_2026,building_cooling,Bayview,46000,2026-02-21T11:20:00-08:00,submitted
A26-2000,Maple Flood Ready Blocks,ORG-0603,climate_resilience,spring_2026,flood_resilience,Maple Junction,43000,2026-02-22T09:40:00-08:00,submitted
A26-2001,West Terrace Shade Corridors,ORG-0604,climate_resilience,spring_2026,urban_heat,West Terrace,42000,2026-02-23T14:05:00-08:00,submitted
